,brand,model,price_in_pln,mileage,gearbox,engine_capacity,fuel_type,city,voivodeship,year
52560,peugeot,Peugeot 406,4200.0,254 805 km,manual,1 905 cm3,Diesel,Warszawa,Mazowieckie,1998
52561,peugeot,Peugeot 206 1.1 X-Line,3199.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52562,peugeot,Peugeot Boxer,5699.0,544 000 km,manual,1 997 cm3,Benzyna+LPG,Białystok,Podlaskie,1999
52563,peugeot,Peugeot 306 1.4 XN,6000.0,212 112 km,manual,1 124 cm3,Benzyna,Kowale,Pomorskie,1999
52564,peugeot,Peugeot 206 1.1 Color-Line,2450.0,212 112 km,manual,1 124 cm3,Benzyna,Bydgoszcz,Kujawsko-pomorskie,1999
52565,peugeot,Peugeot 306,4900.0,213 123 km,manual,2 500 cm3,Diesel,Gostyń,Wielkopolskie,1999
52566,peugeot,Peugeot 205,6900.0,213 123 km,manual,2 500 cm3,Diesel,Wojcieszów,Dolnośląskie,1999
52567,peugeot,Peugeot 106 1.4 Sport,8900.0,175 000 km,manual,1 361 cm3,Benzyna,Radziechowy,Śląskie,1999
52568,peugeot,Peugeot 806,3900.0,175 000 km,manual,1 361 cm3,Benzyna,Ożarów Mazowiecki,Mazowieckie,1999
52569,peugeot,Peugeot 206 1.4 Mistral,4499.0,232 872 km,manual,1 124 cm3,Benzyna,Tarnów,Małopolskie,1999
52570,peugeot,Peugeot 306 1.4 XN,1900.0,232 872 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1999
52571,peugeot,Peugeot 605 3.0 SV,24900.0,177 653 km,manual,1 587 cm3,Benzyna,Leżajsk,Podkarpackie,1996
52572,peugeot,Peugeot 406 2.0 ST,3600.0,177 653 km,manual,1 587 cm3,Benzyna,Łódź,Łódzkie,1996
52573,peugeot,Peugeot 605 2.5 SVDT,12900.0,166 200 km,manual,1 124 cm3,Benzyna,Nowy Sącz,Małopolskie,1996
52574,peugeot,Peugeot 106 1.1 Classic,3900.0,166 200 km,manual,1 124 cm3,Benzyna,Warszawa,Mazowieckie,1996
52575,peugeot,Peugeot 407,4999.0,149 623 km,manual,1 361 cm3,Benzyna,Komorniki,Wielkopolskie,1999
52576,peugeot,Peugeot 206 1.1 Color-Line,4990.0,149 623 km,manual,1 361 cm3,Benzyna,Rzuchów,Śląskie,1999
52577,peugeot,Peugeot 106,6500.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Rzeszów,Podkarpackie,1997
52578,peugeot,Peugeot 206 1.1 XR Presence,5100.0,422 000 km,manual,1 998 cm3,Benzyna+LPG,Kraków,Małopolskie,1997
52579,peugeot,Peugeot 206,3500.0,220 000 km,manual,1 360 cm3,Benzyna,Warszawa,Mazowieckie,1998
52580,peugeot,Peugeot 306 1.6 XN,2800.0,220 000 km,manual,1 360 cm3,Benzyna,Kielce,Świętokrzyskie,1998
52581,peugeot,Peugeot 406 2.0 ST,3900.0,181 887 km,manual,1 360 cm3,Benzyna,Wrocław,Dolnośląskie,1997
52582,peugeot,Peugeot 306 1.4 XN,9500.0,181 887 km,manual,1 360 cm3,Benzyna,Chyliczki,Mazowieckie,1997
52583,peugeot,Peugeot 206 1.4 Mistral,5900.0,170 000 km,manual,2 963 cm3,Benzyna,Zduńska Wola,Łódzkie,1996
